Phonemic,Katakana,PartOfSpeech
[pa⸢natoːri⸣munu],パナトーリムヌ,名
[pa⸢naduru],パナドゥル,名
[pa⸢naduru],パナドゥル,名
[pa⸢na⸣nuki],パナヌキ,名
[pa⸢na⸣nuki],パナヌキ,名
[pa⸢nanu kiː],パナヌキー,連
[pa⸢nanu kiː],パナヌキー,連
[pa⸢nanu⸣ sḁ⸢ki],パナヌサキ,連
[pa⸢nanu⸣ sḁ⸢ki],パナヌサキ,連
[pa⸢na⸣nu ⸣ʤitʧi],パナヌジッチ,連
[pa⸢na⸣nu ⸣ʤitʧi],パナヌジッチ,連
[pa⸢nanu⸣ ssu],パナヌッス,連
[pa⸢nanu⸣ ssu],パナヌッス,連
[pa⸢nanu⸣ miː],パナヌミー,連
[pa⸢nanu⸣ miː],パナヌミー,連
[pa⸢na pasu̥⸣kuŋ],パナパスクン,連
[pa⸢na pasu̥⸣kuŋ],パナパスクン,連
[pa⸢naba⸣ʧi],パナバチ,名
[pa⸢naba⸣ʧi],パナバチ,名
[pa⸢na⸣pana],パナパナ,名
[pa⸢na⸣pana],パナパナ,名
[pa⸢napaŋki⸣kaʣa],パナパンキカザ,名
[pa⸢napaŋki⸣kaʣa],パナパンキカザ,名
[pa⸢na paŋ⸣kuŋ],パナパンクン,連
[pa⸢na paŋ⸣kuŋ],パナパンクン,連
[pa⸢napiːpiː],パナピーピー,名
[pa⸢napiːpiː],パナピーピー,名
[pa⸢nabiraː],パナビラー,名
[pa⸢nabiraː],パナビラー,名
[pa⸢nabuː],パナブー,名
[pa⸢nabuː],パナブー,名
[pa⸢nabuː],パナブー,名
[pa⸢nabuː],パナブー,名
[⸣pana ⸣ɸuːŋ],パナフーン,連
[⸣pana ⸣ɸuːŋ],パナフーン,連
[pa⸢naɸui⸣kaʣa],パナフイカザ,名
[pa⸢naɸui⸣kaʣa],パナフイカザ,名
[pa⸢na⸣ɸu̥ki],パナフキ,名
[pa⸢na⸣ɸu̥ki],パナフキ,名
[pa⸢naɸu̥kuru],パナフクル,名
[pa⸢naɸu̥kuru],パナフクル,名
[pa⸢na⸣ ɸu̥kuŋ],パナフクン,連
[pa⸢na⸣ɸu̥kuŋ],パナフクン,他動
[pa⸢na⸣ɸu̥kuŋ],パナフクン,他動
[pa⸢na⸣ ɸu̥kuŋ],パナフクン,連
[pa⸢na⸣ɸu̥kuŋ],パナフクン,他動
[pa⸢na⸣ɸu̥kuŋ],パナフクン,他動
[pa⸢na⸣puʃi],パナプシ,名
[pa⸢na⸣puʃi],パナプシ,名
[pa⸢na⸣pusuŋ],パナプスン,自動
[pa⸢na⸣pusuŋ],パナプスン,自動
[pa⸢nabuni],パナブニ,名
[pa⸢nabuni],パナブニ,名
[pa⸢na⸣ buruŋ],パナブルン,連
[pa⸢na⸣ buruŋ],パナブルン,連
[⸣pana ⸢hoːʃi⸣jama],パナホーシヤマ,連
[⸣pana ⸢hoːʃi⸣jama],パナホーシヤマ,連
[ha⸢naboː⸣ru],ハナボール,名
[ha⸢naboː⸣ru],ハナボール,名
[pa⸢namiʤi],パナミジ,名
[pa⸢namiʤi],パナミジ,名
[pa⸢na⸣musu],パナムス,名
[pa⸢na⸣musu],パナムス,名
[pa⸢namuni],パナムニ,名
[pa⸢namuni],パナムニ,名
[pa⸢namoː⸣moː],パナモーモー,名
[pa⸢namoː⸣moː],パナモーモー,名
[pa⸢naja⸣ka],パナヤカ,名
[pa⸢naja⸣ka],パナヤカ,名
[pa⸢na⸣ri],パナリ,固
[pa⸢na⸣ri],パナリ,固
[pa⸢na⸣ri ⸣ʔakamataː],パナリアカマター,連
[pa⸢na⸣ri ⸣ʔakamataː],パナリアカマター,連
[pa⸢na⸣riʣaŋkami],パナリザンカミ,名
[pa⸢na⸣riʣaŋkami],パナリザンカミ,名
[pa⸢nari⸣ʤima],パナリジマ,名
[pa⸢nari⸣ʤima],パナリジマ,名
[pa⸢nari⸣jaki],パナリヤキ,名
[pa⸢nari⸣jaki],パナリヤキ,名
[pa⸢naŋ⸣gi],パナンギ,名
[pa⸢naŋ⸣gi],パナンギ,名
[pa⸢naŋgita],パナンギタ,名
[pa⸢naŋgita],パナンギタ,名
[pa⸢naŋgi⸣muni],パナンギムニ,名
[pa⸢naŋgi⸣muni],パナンギムニ,名
[pa⸢naŋ⸣gumi],パナングミ,名
[pa⸢naŋ⸣gumi],パナングミ,名
[pa⸢ni],パニ,名
[pa⸢ni],パニ,名
[pa⸢ni],パニ,名
[pa⸢ni],パニ,名
[pa⸢ni],パニ,名
[pa⸢ni],パニ,名
[pa⸢niʔaki],パニアキ,名
[pa⸢niʔaki],パニアキ,名
[pa⸢niutu],パニウトゥ,名
[pa⸢niutu],パニウトゥ,名
[pa⸢niʤikuruː],パニジクルー,名
[pa⸢niʤikuruː],パニジクルー,名
[pa⸢nidari⸣munu],パニダリムヌ,名
[pa⸢nidari⸣munu],パニダリムヌ,名
[pa⸢nikkai⸣suŋ],パニッカイスン,他動
[pa⸢nikkai⸣suŋ],パニッカイスン,他動
[pa⸢nik⸣kuruŋ],パニックルン,自動
[pa⸢nik⸣kuruŋ],パニックルン,自動
[pa⸢nikkeː⸣ruŋ],パニッケールン,自動
[pa⸢nikkeː⸣ruŋ],パニッケールン,自動
[pa⸢nikkeː⸣ruŋ],パニッケールン,自動
[pa⸢nikkeː⸣ruŋ],パニッケールン,自動
[pa⸢nittuba⸣suŋ],パニットゥバスン,他動
[pa⸢nittuba⸣suŋ],パニットゥバスン,他動
[pa⸢ninuki⸣ruŋ],パニヌキルン,他動
[pa⸢ninuki⸣ruŋ],パニヌキルン,他動
[pa⸢ni nuba⸣suŋ],パニヌバスン,連
[pa⸢ni nuba⸣suŋ],パニヌバスン,連
[pa⸢nibiki],パニビキ,名
[pa⸢nibiki],パニビキ,名
[pa⸢nipoːki],パニポーキ,名
[pa⸢nipoːki],パニポーキ,名
[pa⸢nipoː⸣ruŋ],パニポールン,他動
[pa⸢nipoː⸣ruŋ],パニポールン,他動
[pa⸢ni⸣ruŋ],パニルン,自動
[pa⸢ni⸣ruŋ],パニルン,他動
[pa⸢ni⸣ruŋ],パニルン,自動
[pa⸢ni⸣ruŋ],パニルン,他動
[pa⸢niŋgaːri],パニンガーリ,名
[pa⸢niŋgaːri],パニンガーリ,名
[pa⸢neːka⸣suŋ],パネーカスン,他動
[pa⸢neːka⸣suŋ],パネーカスン,他動
[pa⸢neː⸣ʣa],パネーザ,名
[pa⸢neː⸣ʣa],パネーザ,名
[pa⸢neːra],パネーラ,名
[pa⸢neːra],パネーラ,名
[pa⸢noː⸣ru],パノール,名
[pa⸢noː⸣ru],パノール,名
[pa⸢ba],パバ,名
[pa⸢ba],パバ,名
[pa⸢ba⸣kaː],パバカー,名
[pa⸢ba⸣kaː],パバカー,名
[pa⸢ba⸣kuŋ],パバクン,他動
[pa⸢ba⸣kuŋ],パバクン,他動
[pa⸢ba⸣kuŋ],パバクン,他動
[pa⸢ba⸣kuŋ],パバクン,他動
[pa⸢ba⸣kuŋ],パバクン,他動
[pa⸢ba⸣kuŋ],パバクン,他動
[pa⸢bi⸣ru],パビル,名
[pa⸢bi⸣ru],パビル,名
[pa⸢bu],パブ,名
[pa⸢bu],パブ,名
[pa⸢bukakuʧi],パブカクチ,名
[pa⸢bukakuʧi],パブカクチ,名
[ha⸢buʧaː],ハブチャー,名
[ha⸢buʧaː],ハブチャー,名
[pa⸢ma],パマ,名
[pa⸢ma],パマ,名
[pa⸢mai],パマイ,名
[pa⸢mai],パマイ,名
[pa⸢ma⸣ʔuri],パマウリ,名
[pa⸢ma⸣ʔuri],パマウリ,名
[pa⸢maʔurisoː⸣ʤi],パマウリソージ,名
[pa⸢maʔurisoː⸣ʤi],パマウリソージ,名
[pa⸢ma⸣kaʣa],パマカザ,名
[pa⸢ma⸣kaʣa],パマカザ,名
[pa⸢ma⸣kaʤi],パマカジ,名
[pa⸢ma⸣kaʤi],パマカジ,名
[pa⸢maʣa⸣ki],パマザキ,名
[pa⸢maʣa⸣ki],パマザキ,名
[pa⸢maʣara⸣ʃi],パマザラシ,名
[pa⸢maʣara⸣ʃi],パマザラシ,名
[pa⸢madaː⸣ʧi],パマダーチ,連
[pa⸢madaː⸣ʧi],パマダーチ,連
[pa⸢maʧiʤu⸣jaː],パマチジュヤー,名
[pa⸢maʧiʤu⸣jaː],パマチジュヤー,名
[pa⸢maba⸣ta],パマバタ,名
[pa⸢maba⸣ta],パマバタ,名
[pa⸢ma⸣jaː],パマヤー,名
[pa⸢ma⸣jaː],パマヤー,名
[pa⸢ma⸣ru],パマル,名
[pa⸢ma⸣ru],パマル,名
[pa⸢ma⸣ruŋ],パマルン,自動
[pa⸢ma⸣ruŋ],パマルン,自動
[pa⸢mam⸣ pḁta],パマンパタ,連
[pa⸢mam⸣ pḁta],パマンパタ,連
[pa⸢mam⸣pḁtajaː],パマンパタヤー,名
[pa⸢mam⸣pḁtajaː],パマンパタヤー,名
[pa⸢mi⸣ruŋ],パミルン,他動
[pa⸢mi⸣ruŋ],パミルン,他動
[pa⸢moː⸣ru],パモール,名
[pa⸢moː⸣ru],パモール,名
[pa⸢jaː⸣ki],パヤーキ,名
[pa⸢jaː⸣ki],パヤーキ,名
[pa⸢jaːpaja],パヤーパヤ,副
[pa⸢jaːpaja],パヤーパヤ,副
[pa⸢jaːpajaː⸣ʃi],パヤーパヤーシ,副
[pa⸢jaːpajaː⸣ʃi],パヤーパヤーシ,副
[pa⸢jaːra⸣suŋ],パヤーラスン,他動
[pa⸢jaːra⸣suŋ],パヤーラスン,他動
[pa⸢jaːri⸣ʔuta],パヤーリウタ,名
[pa⸢jaːri⸣ʔuta],パヤーリウタ,名
[pa⸢jaːri⸣miː],パヤーリミー,名
[pa⸢jaːri⸣miː],パヤーリミー,名
[pa⸢jaːri⸣jaŋ],パヤーリヤン,名
[pa⸢jaːri⸣jaŋ],パヤーリヤン,名
[pa⸢jaː⸣ru],パヤール,名
[pa⸢jaː⸣ru],パヤール,名
[pa⸢jaː⸣ru],パヤール,名
[pa⸢jaː⸣ru],パヤール,名
[pa⸢jaː⸣ruŋ],パヤールン,自動
[pa⸢jaː⸣ruŋ],パヤールン,自動
[pa⸢jaː⸣ŋ],パヤーン,形
[pa⸢jaː⸣ŋ],パヤーン,形
[pa⸢jaʔaga⸣ri],パヤアガリ,名
[pa⸢jaʔaga⸣ri],パヤアガリ,名
[pa⸢ja⸣ʔaʃi],パヤアシ,名
[pa⸢ja⸣ʔaʃi],パヤアシ,名
[pa⸢ja⸣ʔiki],パヤイキ,名
[pa⸢ja⸣ʔiki],パヤイキ,名
[pa⸢ja⸣ʔuki],パヤウキ,名
[pa⸢ja⸣ʔuki],パヤウキ,名
[pa⸢ja⸣ʔuta],パヤウタ,名
[pa⸢ja⸣ʔuta],パヤウタ,名
[pa⸢ja⸣kaʤi],パヤカジ,名
[pa⸢ja⸣kaʤi],パヤカジ,名
[pa⸢jagat⸣tiŋ],パヤガッティン,名
[pa⸢jagat⸣tiŋ],パヤガッティン,名
[pa⸢ja⸣ʃi],パヤシ,名
[pa⸢ja⸣ʃi],パヤシ,名
[pa⸢jaʃiga⸣ki],パヤシガキ,名
[pa⸢jaʃiga⸣ki],パヤシガキ,名
[pa⸢ja⸣ʃini],パヤシニ,名
[pa⸢ja⸣ʃini],パヤシニ,名
[pa⸢jasuː⸣ri],パヤスーリ,名
[pa⸢jasuː⸣ri],パヤスーリ,名
[pa⸢jasuː⸣ri],パヤスーリ,名
[pa⸢jasuː⸣ri],パヤスーリ,名
[pa⸢jasu̥kuri⸣munu],パヤスクリムヌ,名
[pa⸢jasu̥kuri⸣munu],パヤスクリムヌ,名
[pa⸢ja⸣duːmuti],パヤドゥームティ,名
[pa⸢ja⸣duːmuti],パヤドゥームティ,名
[pa⸢ja⸣nai],パヤナイ,名
[pa⸢ja⸣nai],パヤナイ,名
[pa⸢ja⸣nibi],パヤニビ,名
[pa⸢ja⸣nibi],パヤニビ,名
[pa⸢janoː⸣ri],パヤノーリ,名
[pa⸢janoː⸣ri],パヤノーリ,名
[pa⸢ja⸣paŋ],パヤパン,名
[pa⸢ja⸣paŋ],パヤパン,名
[pa⸢ja⸣buʃi],パヤブシ,名
[pa⸢ja⸣buʃi],パヤブシ,名
[pa⸢ja⸣ɸu̥ʧi],パヤフチ,名
[pa⸢ja⸣ɸu̥ʧi],パヤフチ,名
[pa⸢ja⸣ɸu̥ʧi],パヤフチ,名
[pa⸢ja⸣ɸu̥ʧi],パヤフチ,名
[pa⸢ja⸣ɸuni],パヤフニ,名
[pa⸢ja⸣ɸuni],パヤフニ,名
[pa⸢jamaːra⸣ʃi],パヤマーラシ,名
[pa⸢jamaːra⸣ʃi],パヤマーラシ,名
[pa⸢ja⸣mai],パヤマイ,名
[pa⸢ja⸣mai],パヤマイ,名
[pa⸢ja⸣mari],パヤマリ,名
[pa⸢ja⸣mari],パヤマリ,名
[pa⸢ja⸣maruŋ],パヤマルン,自動
[pa⸢ja⸣maruŋ],パヤマルン,自動
[pa⸢ja⸣maruŋ],パヤマルン,自動
[pa⸢ja⸣maruŋ],パヤマルン,自動
[ha⸢jami⸣ku],ハヤミク,名
[ha⸢jami⸣ku],ハヤミク,名
[pa⸢jami⸣ruŋ],パヤミルン,他動
[pa⸢jami⸣ruŋ],パヤミルン,他動
[pa⸢ja⸣muti],パヤムティ,名
[pa⸢ja⸣muti],パヤムティ,名
[pa⸢ja⸣muŋ],パヤムン,他動
[pa⸢ja⸣muŋ],パヤムン,他動
[pa⸢jariʃ⸣ʃiŋ],パヤリッシン,名
[pa⸢jariʃ⸣ʃiŋ],パヤリッシン,名
[pa⸢ja⸣waʣa],パヤワザ,名
[pa⸢ja⸣waʣa],パヤワザ,名
[pa⸢jaʔm⸣ma],パヤンマ,名
[pa⸢jaʔm⸣ma],パヤンマ,名
[ha⸢joː],ハヨー,名
[ha⸢joː],ハヨー,名
[⸣para],パラ,助数
[⸣para],パラ,助数
[⸣paraː],パラー,名
[⸣paraː],パラー,名
[ba⸢raːsuŋ],バラースン,他動
[ba⸢raːsuŋ],バラースン,他動
[pa⸢raːtati⸣miː],パラータティミー,名
[pa⸢raːtati⸣miː],パラータティミー,名
[pa⸢raː⸣nu],パラーヌアナ,名
[pa⸢raː⸣nu],パラーヌアナ,名
[ba⸢rai],バライ,名
[⸣parai],パライ,名
[ba⸢rai],バライ,名
[⸣parai],パライ,名
[⸣parai ʔu⸢ta⸣suŋ],パライウタスン,連
[⸣parai ʔu⸢ta⸣suŋ],パライウタスン,連
[ba⸢raigui],バライグイ,名
[ba⸢raigui],バライグイ,名
[ba⸢raigutu],バライグトゥ,名
[ba⸢raigutu],バライグトゥ,名
[ba⸢raiʤira],バライジラ,名
[ba⸢raiʤira],バライジラ,名
[ba⸢raiʦoːruŋ],バライツォールン,自動
[ba⸢raiʦoːruŋ],バライツォールン,自動
[ba⸢raikkunaː],バライックナー,名
[ba⸢raikkunaː],バライックナー,名
[ba⸢raitʦoːruŋ],バライッツォールン,自動
[ba⸢raitʦoːruŋ],バライッツォールン,自動
[pa⸢rainuki⸣ruŋ],パライヌキルン,他動
[pa⸢rainuki⸣ruŋ],パライヌキルン,他動
[ba⸢raipada],バライパダ,名
[ba⸢raipada],バライパダ,名
[ba⸢raipanaʃi],バライパナシ,名
[ba⸢raipanaʃi],バライパナシ,名
[pa⸢rai⸣miː],パライミー,名
[pa⸢rai⸣miː],パライミー,名
[ba⸢raimunu],バライムヌ,名
[ba⸢raimunu],バライムヌ,名
[ha⸢ra⸣ʔubi],ハラウビ,名
[ha⸢ra⸣ʔubi],ハラウビ,名
[ba⸢rauŋ],バラウン,他動
[⸣parauŋ],パラウン,他動
[⸣parauŋ],パラウン,他動
[⸣parauŋ],パラウン,他動
[ba⸢rauŋ],バラウン,他動
[⸣parauŋ],パラウン,他動
[⸣parauŋ],パラウン,他動
[⸣parauŋ],パラウン,他動
[ha⸢ra⸣gaː],ハラガー,名
[ha⸢ra⸣gaː],ハラガー,名
[ha⸢ra⸣kuri],ハラクリ,名
[ha⸢ra⸣kuri],ハラクリ,名
[ha⸢ra⸣goː],ハラゴー,名
[ha⸢ra⸣goː],ハラゴー,名
[ba⸢ra⸣sa],バラサ,名
[ba⸢ra⸣sa],バラサ,名
[ba⸢ra⸣sa ⸢suŋ],バラサスン,連
[ba⸢ra⸣sa ⸢suŋ],バラサスン,連
[ba⸢ra⸣sabinasa ⸢suŋ],バラサビナサスン,連
[ba⸢ra⸣sabinasa ⸢suŋ],バラサビナサスン,連
[ba⸢ra⸣saŋ],バラサン,形
[ba⸢ra⸣ʣaŋ],バラザン,名
[ba⸢ra⸣saŋ],バラサン,形
[ba⸢ra⸣ʣaŋ],バラザン,名
[pa⸢raʃi̥kiruŋ],パラシキルン,他動
[pa⸢raʃi̥kiruŋ],パラシキルン,他動
[pa⸢rasu̥kuŋ],パラスクン,他動
[pa⸢rasu̥kuŋ],パラスクン,他動
[pa⸢ra⸣suŋ],パラスン,他動
[pa⸢ra⸣suŋ],パラスン,他動
[pa⸢ra⸣suŋ],パラスン,他動
[pa⸢ra⸣suŋ],パラスン,他動
[pa⸢ra⸣suŋ],パラスン,他動
[pa⸢ra⸣suŋ],パラスン,他動
[pa⸢ra⸣suŋ],パラスン,他動
[pa⸢ra⸣suŋ],パラスン,他動
[pa⸢raʧi⸣buni],パラチブニ,名
[pa⸢raʧi⸣buni],パラチブニ,名
[pa⸢rakkaːsuŋ],パラッカースン,自動
[pa⸢rakkaːsuŋ],パラッカースン,自動
[pa⸢rakkauŋ],パラッカウン,自動
[pa⸢rakkauŋ],パラッカウン,自動
[pa⸢ratʦairuŋ],パラッツァイルン,他動
[pa⸢ratʦairuŋ],パラッツァイルン,他動
[pa⸢ratʦauŋ],パラッツァウン,他動
[pa⸢ratʦauŋ],パラッツァウン,他動
[ba⸢ra⸣nugi],バラヌギ,名
[ba⸢ra⸣nugi],バラヌギ,名
[ba⸢rabara],バラバラ,副
[pa⸢rapara],パラパラ,副
[ba⸢rabara],バラバラ,副
[pa⸢rapara],パラパラ,副
[pa⸢ra⸣baŋ],パラバン,連
[pa⸢ra⸣baŋ],パラバン,連
[ba⸢ra⸣bi],バラビ,名
[ba⸢ra⸣bi],バラビ,名
[ba⸢raɸu̥⸣ta],バラフタ,名
[ba⸢raɸu̥⸣ta],バラフタ,名
[ba⸢raɸu̥⸣taʤina],バラフタジナ,名
[ba⸢raɸu̥⸣taʤina],バラフタジナ,名
[ba⸢raɸu̥⸣tassuŋ],バラフタッスン,名
[ba⸢raɸu̥⸣tassuŋ],バラフタッスン,名
[ba⸢raɸu̥ta⸣nu ⸣ʃiŋ],バラフタヌシン,連
[ba⸢raɸu̥ta⸣nu ⸣ʃiŋ],バラフタヌシン,連
[ba⸢raɸu̥⸣tapiː],バラフタピー,名
[ba⸢raɸu̥⸣tapiː],バラフタピー,名
[ba⸢raɸu̥⸣taɸu̥kubi],バラフタフクビ,名
[ba⸢raɸu̥⸣taɸu̥kubi],バラフタフクビ,名
[ba⸢raɸu̥⸣taɸu̥ʧi],バラフタフチ,名
[ba⸢raɸu̥⸣taɸu̥ʧi],バラフタフチ,名
[ba⸢raɸu̥⸣tapoːki],バラフタポーキ,名
[ba⸢raɸu̥⸣tapoːki],バラフタポーキ,名
[⸣paraŋ],パラン,助数
[⸣paraŋ],パラン,助数
[pa⸢ŋ⸣kaː na⸢ra⸣nu],パランカーナラヌ,連
[pa⸢ŋ⸣kaː na⸢ra⸣nu],パランカーナラヌ,連
[pa⸢ran⸣tantiŋ],パランタンティン,連
[pa⸢ran⸣tantiŋ],パランタンティン,連
[pa⸢ram⸣paː],パランパー,連
[pa⸢ram⸣paː],パランパー,連
[bari],バリ,名
[ba⸢ri],バリ,名
[bari],バリ,名
[ba⸢ri],バリ,名
[ba⸢riʔa⸣ti],バリアティ,名
[ba⸢riʔa⸣ti],バリアティ,名
[ba⸢riʔati⸣ruŋ],バリアティルン,他動
[ba⸢riʔati⸣ruŋ],バリアティルン,他動
[ba⸢ri⸣ʔatuŋ],バリアトゥン,他動
[ba⸢ri⸣ʔatuŋ],バリアトゥン,他動
[pa⸢riʔaŋ],パリアン,名
[pa⸢riʔaŋ],パリアン,名
[ba⸢riʔiŋ],バリイン,名
[ba⸢riʔiŋ],バリイン,名
[pa⸢rikabi],パリカビ,名
[pa⸢rikabi],パリカビ,名
[ba⸢rikami],バリカミ,名
[ba⸢rikami],バリカミ,名
[ba⸢rikami],バリカミ,名
[ba⸢rikami],バリカミ,名
[pa⸢rikisuŋ],パリキスン,他動
[pa⸢rikisuŋ],パリキスン,他動
[ba⸢rikuː],バリクー,名
[ba⸢rikuː],バリクー,名
[ba⸢ri⸣ʣaŋ],バリザン,名
[ba⸢ri⸣ʣaŋ],バリザン,名
[pa⸢risugi⸣ruŋ],パリスギルン,自動
[pa⸢risugi⸣ruŋ],パリスギルン,自動
[pa⸢risugu⸣suŋ],パリスグスン,他動
[pa⸢risugu⸣suŋ],パリスグスン,他動
[pa⸢ritaku],パリタク,名
[pa⸢ritaku],パリタク,名
[pa⸢ri⸣dakeː ⸢naː⸣nu],パリダケーナーヌ,連
[pa⸢ri⸣dakeː ⸢naː⸣nu],パリダケーナーヌ,連
[ba⸢ritamunu],バリタムヌ,名
[ba⸢ritamunu],バリタムヌ,名
[pa⸢rissaːruŋ],パリッサールン,自動
[pa⸢rissaːruŋ],パリッサールン,自動
[ba⸢ritʦaːsuŋ],バリッツァースン,他動
[pa⸢ritʦaː⸣suŋ],パリッツァースン,自動
[ba⸢ritʦaːsuŋ],バリッツァースン,他動
[pa⸢ritʦaː⸣suŋ],パリッツァースン,自動
[pa⸢ri⸣du ʃi⸢rariru],パリドゥシラリル,連
[pa⸢ri⸣du ʃi⸢rariru],パリドゥシラリル,連
[ba⸢rinabi],バリナビ,名
[ba⸢rinabi],バリナビ,名
[pa⸢rinubu⸣ri],パリヌブリ,連
[pa⸢rinubu⸣ri],パリヌブリ,連
[ba⸢ripaku],バリパク,名
[ba⸢ripaku],バリパク,名
[⸣pari ⸣paruŋ],パリパルン,連
[⸣pari ⸣paruŋ],パリパルン,連
[pa⸢riɸuki⸣ruŋ],パリフキルン,自動
[pa⸢riɸuki⸣ruŋ],パリフキルン,自動
[pa⸢ri⸣ɸuʧi],パリフチ,名
[pa⸢ri⸣ɸuʧi],パリフチ,名
[pa⸢ri⸣maː],パリマー,名
[pa⸢ri⸣maː],パリマー,名
[pa⸢rimaː⸣ki],パリマーキ,名
[pa⸢rimaː⸣ki],パリマーキ,名
[pa⸢rimaː⸣bi],パリマービ,名
[pa⸢rimaː⸣bi],パリマービ,名
[pa⸢rimaː⸣ruŋ],パリマールン,自動
[pa⸢rimaː⸣ruŋ],パリマールン,自動
[ba⸢rimiː],バリミー,名
[ba⸢rimiː],バリミー,名
[ba⸢rimunu],バリムヌ,名
[pa⸢rimunu],パリムヌ,名
[ba⸢rimunu],バリムヌ,名
[pa⸢rimunu],パリムヌ,名
[pa⸢ri⸣jaɸu],パリヤフ,名
[pa⸢ri⸣jaɸu],パリヤフ,名
[ba⸢riruŋ],バリルン,自動
[pa⸢ri⸣ruŋ],パリルン,自動
[pa⸢riruŋ],パリルン,自動
[ba⸢riruŋ],バリルン,自動
[pa⸢ri⸣ruŋ],パリルン,自動
[pa⸢riruŋ],パリルン,自動
[pa⸢riŋ⸣gisaŋ],パリンギサン,連
[pa⸢riŋ⸣gisaŋ],パリンギサン,連
[pa⸢rinteː⸣na],パリンテーナ,連
[pa⸢rinteː⸣na],パリンテーナ,連
[pa⸢riʔm⸣ma],パリンマ,名
[pa⸢riʔm⸣ma],パリンマ,名
[⸣paru],パル,名
[⸣paru],パル,名
[⸣paru],パル,名
[⸣paru],パル,名
[⸣paru],パル,名
[⸣paru],パル,名
[pa⸢ruʃi̥ki⸣pu̥su],パルシキプス,名
[pa⸢ruʃi̥ki⸣pu̥su],パルシキプス,名
[pa⸢ruʃigu⸣tu],パルシグトゥ,名
[pa⸢ruʃigu⸣tu],パルシグトゥ,名
[pa⸢ru⸣ʃi̥keː],パルシケー,名
[pa⸢ru⸣ʃi̥keː],パルシケー,名
[pa⸢rusuː⸣bu],パルスーブ,名
[pa⸢rusuː⸣bu],パルスーブ,名
[pa⸢rusuː⸣bu],パルスーブ,名
[pa⸢rusuː⸣bu],パルスーブ,名
[pa⸢rusuː⸣bu],パルスーブ,名
[pa⸢rusuː⸣bu],パルスーブ,名
[pa⸢ru⸣ʃʃi],パルッシ,名
[pa⸢ru⸣ʃʃi],パルッシ,名
[pa⸢ru⸣tu ⸢ʔaːʃi],パルトゥアーシ,連
[pa⸢ru⸣tu ⸢ʔaːʃi],パルトゥアーシ,連
[pa⸢ru⸣nu ⸣ʃi̥ʧi],パルヌシチ,連
[pa⸢ru⸣nu ⸣ʃi̥ʧi],パルヌシチ,連
[pa⸢ru⸣numiː],パルヌミー,名
[pa⸢ru⸣numiː],パルヌミー,名
[pa⸢ru⸣numiː],パルヌミー,名
[pa⸢ru⸣numiː],パルヌミー,名
[pa⸢ru⸣paku],パルパク,名
[pa⸢ru⸣paku],パルパク,名
[pa⸢ruma⸣suŋ],パルマスン,他動
[pa⸢ruma⸣suŋ],パルマスン,他動
[pa⸢rumi⸣bata],パルミバタ,名
[pa⸢rumi⸣bata],パルミバタ,名
[pa⸢rumi⸣pu̥su],パルミプス,名
[pa⸢rumi⸣pu̥su],パルミプス,名
[pa⸢rumi⸣ mi⸢du⸣mu],パルミミドゥム,連
[pa⸢rumi⸣ mi⸢du⸣mu],パルミミドゥム,連
[pa⸢ru⸣muŋ],パルムン,自動
[pa⸢ru⸣muŋ],パルムン,自動
[ba⸢ruŋ],バルン,自動
[ba⸢ruŋ],バルン,他動
[ba⸢ruŋ],バルン,他動
[paruŋ],パルン,自動
[⸣paruŋ],パルン,名
[pa⸢ruŋ],パルン,他動
[pa⸢ruŋ],パルン,自動
[⸣paruŋ],パルン,自動
[⸣paruŋ],パルン,自動
[⸣paruŋ],パルン,自動
[ba⸢ruŋ],バルン,自動
[ba⸢ruŋ],バルン,他動
[ba⸢ruŋ],バルン,他動
[paruŋ],パルン,自動
[⸣paruŋ],パルン,名
[pa⸢ruŋ],パルン,他動
[pa⸢ruŋ],パルン,自動
[⸣paruŋ],パルン,自動
[⸣paruŋ],パルン,自動
[⸣paruŋ],パルン,自動
[⸣bareŋ],バレン,名
[⸣bareŋ],バレン,名
[pa⸢roː⸣bi],パロービ,名
[pa⸢roː⸣bi],パロービ,名
[pa⸢roː⸣ma],パローマ,名
[pa⸢roː⸣ma],パローマ,名
[baŋ],バン,代
[⸣baŋ],バン,名
[⸣baŋ],バン,助数
[⸣baŋ],バン,接助
[⸣baŋ],バン,終助
[⸣baŋ],バン,終助
[⸣paŋ],パン,名
[⸢paŋ],パン,接頭
[⸢paŋ],パン,接尾
[⸢paŋ],パン,名
[⸢paŋ],パン,名
[baŋ],バン,代
[⸣baŋ],バン,名
[⸣baŋ],バン,助数
[⸣baŋ],バン,接助
[⸣baŋ],バン,終助
[⸣baŋ],バン,終助
[⸣paŋ],パン,名
[⸢paŋ],パン,接頭
[⸢paŋ],パン,接尾
[⸢paŋ],パン,名
[⸢paŋ],パン,名
[⸢paŋʔukuʤi],パンウクジ,名
[⸢paŋʔukuʤi],パンウクジ,名
[⸢pan⸣ ʔu⸢suŋ],パンウスン,連
[⸢pan⸣ ʔu⸢suŋ],パンウスン,連
[⸢paŋkau⸣waŋ],パンカウワン,形
[⸢paŋkau⸣waŋ],パンカウワン,形
[⸢paŋ⸣kaki],パンカキ,名
[⸢paŋ⸣kaki],パンカキ,名
[⸢paŋgama],パンガマ,名
[⸢paŋgama],パンガマ,名
