noisy_input,clean_katakana_target,phonemic_target
ヌーリパンツァスン,ヌーリパンツァスン,[⸢nuːri panʦasuŋ]
アガマラアウシ,アガマラーウシ,[⸣ʔagamaraːʔuʃi]
ミカ,ミーカ,[⸢miːka]
バカミス,バカミース,[ba⸢kamiː⸣su]
シイカラアン,シーカラーン,[⸢ʃiːkaraː⸣ŋ]
アアパ,アーパ,[⸢ʔaː⸣pa]
プスケンナア,プスケンナー,[pu̥⸢suken⸣naː]
パンヌペ,パンヌペー,[⸢pan⸣nu ⸣peː]
マリヤフリムヌ,マリヤブリムヌ,[ma⸢rijaburi⸣munu]
トゥナル,トゥナル,[tu⸢naru]
クッツン,クッツン,[⸢kutʦuŋ]
ピキスルン,ピキスールン,[pi̥⸢kisuːruŋ]
スーブ,スーブ,[⸢suː⸣bu]
ヌバン,ヌバン,[nubaŋ]
ソナ,ソーナー,[⸢soːnaː]
フキシ,フキジー,[ɸu̥⸢ki⸣ʤiː]
バリアテイルン,バリアティルン,[ba⸢riʔati⸣ruŋ]
ハタカアラスン,バタカーラスン,[⸣bata ⸢kaːra⸣suŋ]
ユ,ユー,[⸣juː]
イマユー,イマユー,[ʔi⸢ma⸣juː]
アーラスン,アーラスン,[⸢ʔaːrasuŋ]
チュラアク,チュラーク,[ʧu⸢raːku]
ニンガイ,ニンガイ,[⸢niŋ⸣gai]
ピイヌクウ,ピーヌクー,[⸢piːnu⸣kuː]
ヤコオムン,ヤゴームン,[ja⸢goːmuŋ]
カキユスン,カキユースン,[kḁ⸢kijuː⸣suŋ]
ベエフ,ベーフ,[⸢beː⸣ɸu]
イキアサン,イキアサーン,[ʔi⸢kiʔasaː⸣ŋ]
オオルン,オールン,[⸢ʔoː⸣ruŋ]
ヌーンガナ,ヌーンガナ,[⸢nuːʔŋga⸣na]
カサンパーウキ,カサンパーウキ,[kḁ⸢sam⸣paːʔuki]
パマヤ,パマヤー,[pa⸢ma⸣jaː]
アミダマ,アミダマ,[ʔa⸢midama]
ケジ,ケージ,[⸢keːʤi]
シナライ,シーナライ,[⸢ʃiːnarai]
カマナアル,ガマナール,[ga⸢manaːru]
ナア,ナー,[⸣naː]
ハケラ,バケーラ,[ba⸢keːra]
ユノン,ユノン,[ju⸢noŋ]
ウンキクルン,ウンキクルン,[⸢ʔuŋki⸣ kuruŋ]
タークブ,タークブ,[⸢taː⸣kubu]
アハフチ,アバフチ,[ʔa⸢ba⸣ɸu̥ʧi]
シンクルン,ジンクルン,[⸣ʤiŋ ⸣kuruŋ]
ニガイスクン,ニガイスクン,[ni⸢gai⸣su̥kuŋ]
クマルン,クマルン,[ku⸢ma⸣ruŋ]
マタブシコーヤク,マタブシコーヤク,[ma⸢tabuʃikoː⸣jaku]
マコヤ,マコヤ,[⸣makoja]
タカビヌフチ,タカビヌフチ,[tḁ⸢kabi⸣nu ɸu̥ʧi]
トゥムレエヌシゲルザアテエ,トゥムレーヌシゲルザーテー,[tu⸢mureːnu⸣ ʃi⸢geruʣaːteː]
ユラシヌミ,ユラシヌミー,[ju⸢raʃinu⸣ miː]
ウブピ,ウブピー,[ʔu⸢bu⸣piː]
ヒヤサ,ヒヤサー,[çi⸢ja⸣saː]
クグサイナー,クグサイナー,[ku⸢gusai⸣naː]
カントゥブン,カントゥブン,[⸣kan tu⸢buŋ]
バライツォールン,バライツォールン,[ba⸢raiʦoːruŋ]
カマ,カーマ,[kaː⸢ma]
ニシドウガン,ニシドーウガン,[ni⸢ʃi⸣doːʔugaŋ]
ヒイヤヒイヤシ,ヒーヤヒーヤシ,[⸢çiːjaçiːja⸣ʃi]
パニックルン,パニックルン,[pa⸢nik⸣kuruŋ]
ウボオザ,ウボーザ,[ʔu⸢boː⸣ʣa]
ニヌブヤ,ニヌブーヤー,[ni⸢nubuːjaː]
ナムテイ,ナームティ,[⸢naː⸣muti]
ユドフ,ユードーフ,[⸢juːdoː⸣ɸu]
タラスン,タラースン,[ta⸢raːsuŋ]
ヘー,ヘー,[⸣çeː]
ダンパチシミルン,ダンパチシミルン,[⸢dam⸣pḁʧi ʃi⸢miruŋ]
フウガアリ,フーガーリ,[⸢ɸuːgaːri]
ナンカマーシ,ナンカマーシ,[⸢naŋkamaː⸣ʃi]
ピキシク,ピキシーグ,[pi̥⸢kiʃiːgu]
キザーシ,キザーシ,[ki⸢ʣaːʃi]
ユムクンゾー,ユムクンゾー,[ju⸢mukun⸣ʣoː]
パカスン,パカスン,[pḁ⸢kasuŋ]
ハカマリ,バカマリ,[ba⸢ka⸣mari]
トゥシテ,トゥシテー,[⸣tu ʃi̥⸢teː]
マナマパダ,マナマパダ,[ma⸢na⸣mapada]
オンダスン,オンダースン,[⸣ʔondaː ⸢suŋ]
ウヤザヤマ,ウヤザヤマ,[ʔu⸢ja⸣ʣajama]
プスパ,プスパー,[pu̥⸢su⸣paː]
バンパジ,バンパジ,[⸣bampaʤi]
ウミイシ,ウミイシ,[⸣ʔumiʔiʃi]
ウチルン,ウチルン,[ʔu⸢ʧi⸣ruŋ]
ハタミンクル,バタミングル,[ba⸢tamiŋ⸣guru]
ヤクバ,ヤクバ,[ja⸢ku⸣ba]
キサスン,キサスン,[ki̥⸢sa⸣suŋ]
トゥリカサムン,トゥリカサムン,[tu⸢rikasa⸣muŋ]
ヌリカイルン,ヌーリカイルン,[⸢nuːrikairuŋ]
ユージェー,ユージェー,[⸣juːʣeː]
ムン,ムン,[⸣muŋ]
カジヌティ,カジヌティー,[ka⸢ʤinu⸣ tiː]
タバルスン,タバルスン,[ta⸢ba⸣ru ⸢suŋ]
ドゥルジル,ドゥルジル,[du⸢ru⸣ʤiru]
ウシヌシケー,ウシヌシケー,[ʔu⸢ʃi⸣nu ⸣ʃi̥keː]
トゥミチ,トゥーミーチ,[⸢tuːmiːʧi]
パナシケエ,パナシケー,[pa⸢naʃi̥keː]
ホオスン,ホースン,[⸢hoː⸣suŋ]
アシウカイ,アシゥカイ,[⸢ʔasi̥kai]
アハハア,アハハー,[ʔa⸢hahaː]
トオビラアマ,トービラーマ,[toːbi⸢raː⸣ma]
ニイプリパアプリ,ニープリパープリ,[⸢niː⸣puri ⸣paːpuri]
パレ,パーレー,[⸢paː⸣reː]
ル,ル,[⸣-ru]
キムガサーン,キムガサーン,[ki⸢mugasaː⸣ŋ]
ニッふァーン,ニッふァーン,[⸢nif⸣faːŋ]
ムヌクマーン,ムヌクマーン,[mu⸢nu⸣ ku⸢maː⸣ŋ]
スロスン,スロースン,[su⸢roː⸣suŋ]
ピッカカルン,ピッカカルン,[⸢pikkakaruŋ]
ヌウヤルユウ,ヌーヤルユー,[⸣nuː ja⸢ru⸣juː]
ウキルン,ウキルン,[ʔu⸢ki⸣ruŋ]
フチニチ,フチニチ,[ɸu̥⸢ʧiniʧi]
ニヒアウ,ニビアウ,[ni⸢biʔau]
ヤーラヤーラーシ,ヤーラヤーラーシ,[jaː⸢rajaːraː⸣ʃi]
クマクマシ,クマークマシ,[kumaː⸢kuma⸣ʃi]
カツブシ,カツブシ,[ka⸢ʦubuʃi]
テエラ,テーラ,[teːra]
ヨルン,ヨールン,[⸢joː⸣ruŋ]
ハラフタヌシン,バラフタヌシン,[ba⸢raɸu̥ta⸣nu ⸣ʃiŋ]
バコオヤア,バコーヤー,[ba⸢koː⸣jaː]
サルン,サールン,[⸢saːruŋ]
ナリバサ,ナリバサ,[na⸢ri⸣basa]
パンブンシー,パンブンシー,[⸢pambuŋ⸣ʃiː]
ゴーサゴーサ,ゴーサゴーサ,[⸢goːsagoːsa]
ウイマスン,ウイマースン,[⸢ʔuimaːsuŋ]
ピプシ,ピープシ,[⸢piː⸣pu̥ʃi]
ミウキカウキスン,ミーウキカーウキスン,[⸢miːʔukikaː⸣ʔuki ⸢suŋ]
ピイハンムル,ピーバンムル,[⸢piːbam⸣muru]
ナマコオマ,ナマコーマ,[na⸢makoː⸣ma]
タティングリサン,タティングリサン,[ta⸢tiŋguri⸣saŋ]
ッスナミ,ッスナミ,[s⸢su⸣nami]
シイワザ,シーワザ,[⸢ʃiːwaʣa]
イシ,イジ,[ʔi⸢ʤi]
サキバルテー,サキバルテー,[sḁ⸢kibaruteː]
シムン,シムン,[⸣ʃimuŋ]
シラハマ,シラハマ,[ʃi⸢ra⸣hama]
ナマンダソーリ,ナマンダソーリ,[na⸢mandasoːri]
フルシテイカシテイ,フルシティカーシティ,[ɸu⸢ruʃi̥tikaː⸣ʃi̥ti]
マンツアクンツア,マンツァークンツァー,[⸢manʦaːkun⸣ʦaː]
ピッカイスン,ピッカイスン,[⸢pikkaisuŋ]
カミヌクウ,カミヌクー,[ka⸢minu⸣ kuː]
ヌウピイ,ヌーピー,[⸣nuːpiː]
ソプスンコラシ,ソープスンコーラシ,[⸢soːpusuŋkoːra⸣ʃi]
ンナーニ,ンナーニ,[⸢-nnaː⸣ni]
シティシゥカイ,シティシゥカイ,[ʃi̥⸢tisi̥kai]
インキリムヌ,インキリムヌ,[⸢ʔiŋkiri⸣munu]
ウクリシムヌ,ウクリシームヌ,[ʔu⸢kuriʃiːmunu]
ムシルン,ムシルン,[mu⸢ʃiruŋ]
スルイズ,スルイズ,[su⸢rui⸣ʣu]
ヌフタマルン,ヌフタマルン,[⸢nuɸu̥tama⸣ruŋ]
ユレエ,ユレー,[ju⸢reː]
ヤママアル,ヤママール,[ja⸢mamaː⸣ru]
アハティカハティ,アバティカバティ,[ʔa⸢batikaba⸣ti]
ピー,ピー,[⸣piː]
ドゥルパジン,ドゥルパジン,[⸣durupaʤiŋ]
ピューマ,ピューマ,[⸢pjuːma]
ニン,ニン,[⸣niŋ]
フルザ,フルザ,[ɸu⸢ru⸣ʣa]
トゥンマールン,トゥンマールン,[⸢tummaːruŋ]
タウジイ,タウジー,[⸢tauʤiː]
カジマアル,カジマール,[ka⸢ʤimaːru]
ッサーウイナルン,ッサーウイナルン,[s⸢saːʔui⸣ naruŋ]
ジンブンッサラ,ジンブンッサラー,[⸢ʤim⸣bunssaraː]
バカバイ,バカバイ,[ba⸢ka⸣bai]
パジミティ,パジミティ,[pa⸢ʤimiti]
ヤナツふア,ヤナッふァ,[ja⸢naffa]
キムダカーン,キムダカーン,[ki⸢mudakaː⸣ŋ]
バツキン,バッキン,[⸢bakkiŋ]
ティーッサウン,ティーッサウン,[⸢tiː⸣ ssauŋ]
ナマラスン,ナマラスン,[na⸢mara⸣suŋ]
パラアヌアナ,パラーヌアナ,[pa⸢raː⸣nu]
ミー,ミー,[⸢miː]
フクマスン,フクマスン,[ɸu̥⸢kuma⸣suŋ]
ナカユー,ナカユー,[na⸢ka⸣juː]
ユーピサヤー,ユーピサヤー,[⸢juːpi̥sajaː]
ギーカイ,ギーカイ,[⸢giːkai]
トゥタイ,ドゥダイ,[⸣dudai]
キムアーリ,キムアーリ,[ki⸢muʔaː⸣ri]
ソッコオヤア,ソッコーヤー,[⸢sokkoː⸣jaː]
ウヤコオコオ,ウヤコーコー,[⸣ʔujakoːkoː]
シバルカザ,シバルカザ,[ʃi⸢ba⸣rukaʣa]
カイキ,カイキ,[⸢kai⸣ki]
キイプサイ,キープサイ,[⸢kiː⸣pu̥sai]
ニシトウカン,ニシドーウガン,[ni⸢ʃi⸣doːʔugaŋ]
キムクマアン,キムグマーン,[ki⸢mugumaː⸣ŋ]
ニングヮチニンガイ,ニングヮチニンガイ,[⸢niŋgwaʧiniŋ⸣gai]
ピキムヌヤア,ピキムヌヤー,[pi̥⸢kimunujaː]
ドウーパカライ,ドゥーパカライ,[⸣duːpakarai]
イザリン,イザリン,[ʔi⸢ʣariŋ]
ユクイ,ユークイ,[⸢juː⸣kui]
ウチネヌマツァーザーテー,ウチネヌマツァーザーテー,[ʔu⸢ʧi⸣nenu ⸣maʦaːʣaːteː]
ナ,ナー,[⸣naː]
トンナイ,ドンナイ,[⸢don⸣nai]
コージ,コージ,[⸢koːʤi]
フチサラーン,フチサラーン,[ɸu̥⸢ʧisaraː⸣ŋ]
ニジュー,ニジュー,[⸣niʤuː]
クンゾンザスン,クンゾーンザスン,[⸢kun⸣ʣoː ʔn⸢ʣa⸣suŋ]
パチナル,パチナル,[pḁ⸢ʧinaru]
イシウカン,イシゥカーン,[⸢ʔisï̥⸣kaːŋ]
アガルン,アガルン,[ʔa⸢garuŋ]
ナシキムニ,ナシキムニ,[⸢naʃi̥kimuni]
カキンザスン,カキンザスン,[kḁ⸢kiʔnʣa⸣suŋ]
ドゥーヤマアイルン,ドゥーヤマアイルン,[⸣duːjama ⸢ʔairuŋ]
マーンメーマ,マーンメーマ,[⸣maː ʔm⸢meːma]
アツアンギサン,アツァンギサン,[⸣ʔaʦaŋ ⸣gisaŋ]
カミルン,カミルン,[ka⸢mi⸣ruŋ]
グングルマアスン,グングルマースン,[⸢guŋgurumaː⸣suŋ]
ピキウラスン,ピキウラスン,[pi̥⸢kiʔura⸣suŋ]
トウビツクムン,トゥビックムン,[tu⸢bikkumuŋ]
サバアバ,サバアバ,[sa⸢ba⸣ʔaba]
シイムヌバン,シームヌバン,[⸢ʃiːmunubaŋ]
ヌ,ヌ,[⸣-nu]
ッサパタラキ,ッサパタラキ,[s⸢sapataraki]
ミイガアガア,ミーガーガー,[⸢miːgaː⸣gaː]
ンーナア,ンーナー,[⸢ʔnː⸣naː]
ダンティ,ダンティ,[dan⸢ti]
バタガー,バタガー,[ba⸢ta⸣gaː]
シーッサリカザ,シーッサリカザ,[⸢ʃiːssari⸣kaʣa]
ミイツスン,ミーッスン,[⸢miː⸣ssuŋ]
マククル,マグクル,[ma⸢gukuru]
ツふイールン,ッふィールン,[f⸢fiːruŋ]
パテイムニ,パティムニ,[pa⸢ti⸣muni]
アーラスン,アーラスン,[⸢ʔaːrasuŋ]
ゴーナキー,ゴーナキー,[⸢goːna⸣kiː]
ヤママヤー,ヤママヤー,[ja⸢ma⸣majaː]
トゥズミルン,トゥズミルン,[tu⸢ʣumi⸣ruŋ]
ヤラヨ,ヤーラーヨー,[⸣jaːraːjoː]
ピイヤン,ピーヤン,[⸢piː⸣jaŋ]
イノオ,イノー,[⸣ʔinoː]
バカアミドゥム,バカーミドゥム,[ba⸢kaː⸣ mi⸢du⸣mu]
バタ,バタ,[⸣bata]
ウムシ,ウムジ,[ʔu⸢mu⸣ʤi]
スブッティ,スブッティ,[subut⸢ti]
ノースン,ノースン,[⸢noː⸣suŋ]
ビナン,ビナーン,[bi⸢naː⸣ŋ]
ノーンティン,ノーンティン,[noː⸢ntiŋ]
シガルン,シガルン,[ʃi⸢garuŋ]
カキマイ,カキマイ,[kḁ⸢ki⸣mai]
スキ,スーキ,[⸢suː⸣ki]
ムールバーキ,ムールバーキ,[muː⸢rubaː⸣ki]
バカミース,バカミース,[ba⸢kamiː⸣su]
ウイプソオキナイヌタカラ,ウイプソーキナイヌタカラ,[⸢ʔui⸣pu̥soː ki⸢nainu⸣ tḁ⸢ka⸣ra]
ターイビシンカ,ターイビシンカ,[⸢taːʔibiʃiŋ⸣ka]
ピサラシ,ピーザラシ,[⸢piːʣara⸣ʃi]
キイル,キール,[⸢-kiː⸣ru]
ズウフナヤア,ズーフナヤー,[⸢ʣuːɸuna⸣jaː]
ピリッサルン,ピーリッサールン,[⸢piːri⸣ s⸢saː⸣ruŋ]
ナラスン,ナラスン,[na⸢ra⸣suŋ]
ヌキパア,ヌギパー,[nu⸢gi⸣paː]
パアムヌ,パームヌ,[⸢paː⸣munu]
スウワン,スーワン,[⸢suː⸣waŋ]
ナダカ,ナダカ,[na⸢da⸣ka]
パーヌッス,パーヌッス,[⸢paː⸣nu ⸣ssu]
マンダイ,マンダイ,[⸣mandai]
ム,ムー,[⸢muː]
タボーラナーラ,タボーラナーラ,[ta⸢boː⸣ra naː⸢ra]
ガヤアアイプス,ガヤーアイプス,[⸣gajaː ⸢ʔaipu̥su]
クロオ,クロー,[ku⸢roː]
ランカサ,ランガサ,[⸢raŋga⸣sa]
ピーキ,ピーキ,[⸢piːki]
ニンズウ,ニンズー,[⸢nin⸣ʣuː]
グウナルン,グーナルン,[⸣guː ⸣naruŋ]
ナナチンブシ,ナナチンブシ,[na⸢naʧim⸣buʃi]
ウンキリ,ウンキリ,[ʔuŋ⸢kiri]
バチカビムヌ,バチカビムヌ,[ba⸢ʧikabi⸣munu]
マタムテイ,マタムティ,[ma⸢tamuti]
ナマンダッサク,ナマンダッサーク,[na⸢mandassaːku]
ウキナアキョンギン,ウキナーキョンギン,[ʔu⸢kinaːkjoŋ⸣giŋ]
カウワン,カウワン,[⸢kau⸣waŋ]
ナママイ,ナママイ,[na⸢ma⸣mai]
パヤマルン,パヤマルン,[pa⸢ja⸣maruŋ]
アトゥン,アトゥン,[ʔa⸢tuŋ]
シゥカルン,シゥカルン,[si̥⸢karuŋ]
ナーシキウヤ,ナーシキウヤ,[⸢naːʃi̥ki⸣ʔuja]
ピッキミー,ピッキミー,[⸢pikki⸣miː]
ティッサル,ティーッサール,[⸢tiːssaː⸣ru]
アクン,アークン,[⸢ʔaː⸣kuŋ]
ウウトオトゥ,ウートートゥ,[⸢ʔuː⸣toːtu]
ウイカナケエ,ウイカナケー,[⸢ʔuikanakeː]
アタル,アタル,[ʔa⸢ta⸣ru]
シミルン,シーミルン,[⸢ʃiː⸣miruŋ]
キラウン,キラウン,[ki⸢rauŋ]
パナシヨオ,パナシヨー,[pa⸢naʃi⸣joː]
ヤ,ヤ,[⸣-ja]
ユジエ,ユージェー,[⸣juːʣeː]
ハヨ,ハヨー,[ha⸢joː]
パリッツァスン,パリッツァースン,[pa⸢ritʦaː⸣suŋ]
キノーブシトゥイ,キノーブシトゥイ,[kinoː⸢buʃi̥⸣tui]
ヤマザー,ヤマザー,[⸣jamaʣaː]
ジンヌミ,ジンヌミー,[⸢ʤin⸣nu ⸣miː]
ピーヌクー,ピーヌクー,[⸢piːnu⸣kuː]
トウン,トゥーン,[⸣tuːŋ]
ッスシゥカムン,ッスシゥカムン,[⸣ssu si̥⸢ka⸣muŋ]
ワアツテイ,ワーッティ,[waːt⸢ti]
ナアイヌ,ナーイヌ,[naː⸢jinu]
マアラシフチ,マーラシフチ,[⸢maːraʃiɸu̥ʧi]
シブイツア,シブイツァ,[ʃi⸢buʔiʦa]
アシ⸠ミイ,アシ⸠ミー,[ʔa⸢ʃi⸠miː]
ツふアイジブン,ッふァイジブン,[f⸢faiʤibuŋ]
アキルン,アギルン,[ʔa⸢giruŋ]
シタディヌカシ,シタディヌカシ,[ʃi̥⸢tadi⸣nu ⸣kḁʃi]
タラスン,ダラスン,[da⸢ra⸣suŋ]
バカキー,バカキー,[ba⸢ka⸣kiː]
クタイヌキルン,グタイヌギルン,[⸣gutai nu⸢gi⸣ruŋ]
ウサイルン,ウサイルン,[ʔu⸢sairuŋ]
ナマンダネエシ,ナマンダネーシ,[na⸢mandaneːʃi]
アイマ,アイマ,[⸢ʔai⸣ma]
クンタンタキラスン,グンダンタギラスン,[⸢gundan⸣ ta⸢girasuŋ]
ピル,ピール,[⸢piːru]
パヤル,パヤール,[pa⸢jaː⸣ru]
ンーナテイー,ンーナテイー,[⸢ʔnːnatiː]
ムツトウ,ムットゥ,[mut⸢tu]
バカアバカアシ,バカーバカーシ,[ba⸢kaːbakaː⸣ʃi]
ニンキソッコ,ニンキソッコー,[⸢niŋkisok⸣koː]
キキ,ギーギー,[⸢giːgiː]
フタッツメ,フダッツメー,[ɸu⸢datʦumeː]
アガッふァーマ,アガッふァーマ,[ʔa⸢gaffaː⸣ma]
カク,カク,[kḁ⸢ku]
フナカクンケー,フナカクンケー,[ɸu⸢na⸣kakuŋkeː]
ナーリミジ,ナーリミジ,[⸢naːri⸣miʤi]
ウラサ,ウラザ,[ʔu⸢ra⸣ʣa]
タアブザ,ターブザ,[⸢taː⸣buʣa]
ヤーバカリ,ヤーバカリ,[⸢jaːbaka⸣ri]
スブルナアヌ,スブルナーヌ,[su⸢bu⸣ru ⸢naː⸣nu]
トウムレエ,トゥムレー,[tu⸢mureː]
ウキムヌ,ウキムヌ,[ʔu⸢ki⸣munu]
ピタリプス,ピダリプス,[pi⸢dari⸣pu̥su]
ヌーンブカラ,ヌーンブカラ,[⸢nuːm⸣bukara]
ムチルン,ムチルン,[muʧiruŋ]
フクイキー,フクイキー,[ɸu̥⸢kuikiː]
トウキルン,トゥキルン,[tu̥⸢ki⸣ruŋ]
カキ,カキ,[kḁ⸢ki]
イツキン,イツキン,[⸣ʔiʦukiŋ]
ヤメエマ,ヤメーマ,[ja⸢meːma]
パナヌミイ,パナヌミー,[pa⸢nanu⸣ miː]
マ,マー,[⸢maː-]
テイツサク,ティーッサーク,[⸢tiːssaː⸣ku]
シートゥ,シートゥ,[⸢ʃiː⸣tu]
アガパア,アガパー,[ʔa⸢gapaː]
バカナイ,バカナイ,[ba⸢ka⸣nai]
ニーリッふァイ,ニーリッふァイ,[⸢niːri⸣ffai]
ナシキウヤ,ナーシキウヤ,[⸢naːʃi̥ki⸣ʔuja]
ミジンゴイ,ミジンゴイ,[mi⸢ʤiŋ⸣goi]
ナカディムヌ,ナカディムヌ,[na⸢kadi⸣munu]
シッキツァスン,シッキツァースン,[⸢ʃikkiʦaː⸣suŋ]
ンタムン,ンダムン,[ʔn⸢damuŋ]
ピキヌン,ピキヌーン,[pi̥⸢kinuːŋ]
トゥルスミ,ドゥルズミ,[du⸢ruʣumi]
クサティ,クサティー,[ku̥⸢satiː]
ピ,ピー,[⸣piː]
オーヌバタヌシームヌ,オーヌバタヌシームヌ,[⸢ʔoː⸣nubatanu ⸢ʃiːmunu]
ンガナー,ンガナー,[ʔŋ⸢ga⸣naː]
バコオ,バコー,[⸣bakoː]
イツァンパイキ,イツァンパイキー,[ʔi⸢ʦam⸣paikiː]
ナ,ナー,[⸣naː]
ナウリユウ,ナウリユー,[⸢nauri⸣juː]
アバイシ,アバイシ,[ʔa⸢ba⸣iʃi]
シキットスン,シキットースン,[ʃi̥⸢kittoːsuŋ]
ムノオアラヌ,ムノーアラヌ,[⸣munoː ʔa⸢ra⸣nu]
シンドウ,シンドゥ,[⸢ʃin⸣du]
ヤナキム,ヤナキム,[ja⸢nakimu]
ピコン,ピコーン,[pi̥⸢koː⸣ŋ]
サアラ,サーラ,[⸢saː⸣ra]
ナト,ナート,[⸢naː⸣to]
ショームチ,ジョームチ,[⸢ʤoːmuʧi]
ピヌパタラ,ピーヌパタラ,[⸢piː⸣nu pḁ⸢tara]
アキパティッサアク,アキパティッサーク,[ʔa⸢kipatissaːku]
ウンマガタ,ウンマガータ,[⸢ʔummagaː⸣ta]
アルカカラー,アルカカラー,[ʔaru⸢kaka⸣raː]
アイミー,アイミー,[⸣ʔaimiː]
パヤミ,パーヤミ,[⸢paː⸣jami]
ニイヌシン,ニーヌジン,[⸢niː⸣nu ⸣ʤiŋi]
パン,パン,[⸣paŋ]
パタキドング,パタキドング,[pḁ⸢takidoŋ⸣gu]
タナドゥル,タナドゥル,[ta⸢na⸣duru]
フタヒル,フタヒル,[ɸu̥⸢taçiru]
ジイ,ジー,[⸢ʤiː]
シイヨオ,ジーヨー,[⸢ʤiː⸣joː]
タマルン,ダマルン,[da⸢ma⸣ruŋ]
ピタリカシマリ,ピダリカジマーリ,[pi⸢darikaʤimaː⸣ri]
タキダカー,タキダカー,[⸣tḁkidakaː]
ッふァカマラスン,ッふァガマラスン,[f⸢fagamarasuŋ]
アイヤレーティ,アイヤレーティ,[⸣ʔai ja⸢reː⸣ti]
ミヌソ,ミーヌソー,[miːnu⸣ soː]
アサパライ,アザパライ,[ʔa⸢ʣa⸣parai]
プスル,プスル,[pu̥⸢su⸣ru]
ソグトゥ,ソーグトゥ,[⸢soːgutu]
ムシバタ,ムシバタ,[mu⸢ʃibata]
トゥランパーカジ,トゥランパーカジ,[tu⸢rampakaʤi]
フカバラー,フカバラー,[ɸu̥⸢ka⸣baraː]
ユタパ,ユダパー,[ju⸢dapaː]
フン,フーン,[⸢ɸuːŋ]
インドウーワン,インドゥーワン,[⸢ʔinduː⸣waŋ]
ムニパヤン,ムニパヤーン,[⸣muni pa⸢jaː⸣ŋ]
バライグトゥ,バライグトゥ,[ba⸢raigutu]
タンサヌメ,タンザヌメー,[⸣tanʣanumeː]
コーカイシン,コーカイシン,[⸢koːkai⸣ʃiŋ]
ニンガイフチ,ニンガイフチ,[⸢niŋgai⸣ɸu̥ʧi]
ニンガイグトゥ,ニンガイグトゥ,[⸢niŋgai⸣gutu]
シイピクン,シーピクン,[⸢ʃiː⸣ pi̥⸢kuŋ]
ヤーポーキ,ヤーポーキ,[⸢jaːpoː⸣ki]
ヌビガクン,ヌビガクン,[⸣nubi ⸣gakuŋ]
アンスク,アンスク,[⸢ʔan⸣suku]
クシ,グジ,[gu⸢ʤi]
ユネンヌカシ,ユネンヌカージ,[ju⸢nen⸣nu kaː⸢ʤi]
ヤアクフ,ヤークブ,[⸢jaː⸣kubu]
ハナボール,ハナボール,[ha⸢naboː⸣ru]
バカマチ,バカマチ,[ba⸢ka⸣maʧi]
ウブイユースン,ウブイユースン,[ʔu⸢buijuː⸣suŋ]
ッふァイユー,ッふァイユー,[f⸢faijuː]
タチザーク,タチザーク,[tḁ⸢ʧiʣaː⸣ku]
フクルクシユ,フクルクジュー,[ɸu̥⸢kuruku⸣ʤuː]
マータンガ,マータンガ,[⸢maː taŋ⸣ga]
ヤナア,ヤナー,[ja⸢naː]
ミイクトウシキクトウ,ミーグトゥシキグトゥ,[⸢miː⸣gutu ʃi̥⸢kigutu]
ニルン,ニールン,[⸢niː⸣ruŋ]
ナブンブン,ナーブンブン,[⸢naːbumbuŋ]
ウキンビリンナラヌ,ウキンビリンナラヌ,[⸣ʔukimbirin na⸢ra⸣nu]
タチッサアク,タチッサーク,[tḁ⸢ʧissaː⸣ku]
インドゥーワン,インドゥーワン,[⸢ʔinduː⸣waŋ]
ウチアキルン,ウチアキルン,[ʔu⸢ʧiʔaki⸣ruŋ]
ッふカア,ッふカー,[f⸢fu⸣kaː]
ミルクユ,ミルクユー,[mi⸢rukujuː]
ナラビ,ナラビ,[na⸢rabi]
ピュカ,ピューカ,[⸢pjuː⸣ka]
ムニアラアン,ムニアラーン,[⸣muni ʔa⸢raː⸣ŋ]
ドゥルゴオダア,ドゥルゴーダー,[du⸢rugoː⸣daː]
アトウカタジキ,アトゥカタジキ,[⸣ʔatukataʤiki]
アガマスン,アガマスン,[ʔa⸢gamasuŋ]
トゥーアラキ,トゥーアラキ,[⸢tuːʔaraki]
ヤアニンズ,ヤーニンズ,[⸢jaːnin⸣ʣu]
ブウナア,ブーナー,[⸣buːnaː]
カラ,ガラ,[ga⸢ra]
ヨーッタバスン,ヨーッタバスン,[⸢joːttabasuŋ]
シヒヌシテイルン,シビヌシティルン,[ʃi⸢bi nuʃi̥ti⸣ruŋ]
ゾーンターヤー,ゾーンターヤー,[⸣ʣoːntaːjaː]
ヌシ,ヌーシ,[⸢nuː⸣ʃi]
